,coefficient,std_error,p_value
post_treatment,-1.5088232102225692,1.195996366284589,0.20710654474648849
post_covid,33.02362797692554,0.4519538591739186,0.0
treatment_x_covid,-1.0768546372149417,1.0580540647672718,0.308787743057363
