,coefficient,std_error,p_value
post_treatment,0.471811990528679,0.9141348427587417,0.6057639416299512
post_covid,3.944092323947839,0.2830362458193558,3.885417456843243e-44
treatment_x_covid,-1.3254726996249655,0.9899351479543341,0.18058726868120412
