,coefficient,std_error,p_value
post_treatment,-0.4224231827319387,1.0626931082088937,0.6909969326134255
post_covid,27.607731973823384,0.31624320942538775,0.0
treatment_x_covid,1.992625043982961,1.1590547939913276,0.08558140926227432
