,coefficient,std_error,p_value
post_treatment,0.17164966621997912,1.5989966428263338,0.9145126209441334
post_covid,21.6530815100039,0.517366290179678,0.0
treatment_x_covid,1.4793137937638874,1.3565414141531449,0.27549120672584226
