,coefficient,std_error,p_value
post_treatment,-0.004070052978634386,0.5804395691611819,0.994405264571561
post_covid,31.546019142811808,0.15324682212902768,0.0
treatment_x_covid,0.7888823667317593,0.5372032474692728,0.14196876050338025
