event_time,coef,se,pvalue,ci_lower,ci_upper
-3,4.178823632083393,1.8403334939449805,0.023165857112564407,0.5718362644084696,7.785810999758317
-2,-0.6486950559322391,2.158298944418861,0.7637511943405939,-4.878883254864023,3.5814931429995447
-1,2.4098259779957436,2.2060525508926694,0.274670433412994,-1.9139575697566027,6.73360952574809
1,0.0,0.0,,0.0,0.0
2,2.3696876696184015,2.006025646955195,0.23748959077606457,-1.562050350477442,6.301425689714245
3,1.974193682597205,1.3545560403597348,0.14499302208534862,-0.6806873715490589,4.629074736743469
4,4.079589454894506,0.7339069222259935,2.71746749202643e-08,2.6411583193269204,5.5180205904620925
5,-3.187574556323349,1.8895373249791283,0.09161097537871392,-6.890999660726596,0.5158505480798983
