,coefficient,std_error,p_value
post_treatment,0.049388807796773904,0.5508301964325955,0.9285554233016904
post_covid,31.551824297771233,0.15757319826702498,0.0
treatment_x_covid,0.6671523443579528,0.539423747121779,0.2161661238617072
