,coefficient,std_error,p_value
post_treatment,-1.7274146790468623,1.1479358169931504,0.13237531073937528
post_covid,27.60735917446772,0.3096927957701285,0.0
treatment_x_covid,2.666063477497599,1.1745760058995824,0.023219159385066346
