,coefficient,std_error,p_value
post_treatment,-0.9427249692629851,0.5310286962680802,0.07585155871898326
post_covid,36.73085845544635,0.14833805333901268,0.0
treatment_x_covid,-1.0136575118750963,0.6132067527214128,0.09832198587535346
